age,workclass,education,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,income
57,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,0
30,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,50,1
55,Self-emp-not-inc,School,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,0
51,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,0
43,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
34,Private,HS-grad,Never-married,Other-service,Unmarried,Black,Male,0,0,30,0
58,Local-gov,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,55,0
54,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,1
29,Private,School,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,0
22,Private,Bachelors,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,50,0
29,Private,HS-grad,Separated,Sales,Unmarried,White,Female,0,0,35,0
59,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,0
32,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,1
51,Private,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,1
64,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,1
39,Private,School,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,0
36,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,0
19,Private,HS-grad,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,0,0,12,0
31,Local-gov,HS-grad,Never-married,Protective-serv,Own-child,White,Male,0,0,40,0
19,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,25,0
41,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,7688,0,45,1
38,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,1
21,Private,Assoc-acdm,Never-married,Other-service,Own-child,White,Female,0,0,18,0
24,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,20,0
38,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,1
34,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,0
33,Private,Assoc-acdm,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,20,0
52,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,0
61,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
24,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,0
56,Private,Some-college,Separated,Tech-support,Unmarried,Black,Female,0,0,38,0
44,Private,Some-college,Separated,Craft-repair,Not-in-family,White,Male,0,1876,55,0
31,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,0
38,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Male,0,0,48,0
29,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,50,0
34,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1
53,Self-emp-inc,Some-college,Widowed,Sales,Unmarried,White,Female,0,0,40,0
22,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,0
21,Private,School,Married-civ-spouse,Other-service,Other-relative,White,Male,0,0,40,0
23,Private,Some-college,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,0,0,24,0
25,Private,Some-college,Divorced,Machine-op-inspct,Own-child,White,Female,0,0,40,0
21,Private,Some-college,Never-married,Prof-specialty,Unmarried,White,Female,0,0,35,0
25,Private,School,Never-married,Other-service,Not-in-family,White,Male,0,0,24,0
55,Private,School,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,0
60,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,1
18,Private,School,Never-married,Other-service,Other-relative,Black,Male,0,0,20,0
51,Private,School,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,0
20,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,0,0,40,0
46,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,0
20,Private,HS-grad,Separated,Sales,Own-child,White,Female,0,0,26,0
38,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,43,0
38,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,1977,99,1
19,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,0
20,State-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,10,0
54,Local-gov,Masters,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298,0,40,1
47,Private,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,0
25,Private,Some-college,Never-married,Tech-support,Own-child,White,Female,0,0,40,0
62,Local-gov,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,0
50,Local-gov,Bachelors,Divorced,Protective-serv,Not-in-family,White,Male,0,0,40,1
74,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,30,0
81,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,0
53,Private,HS-grad,Divorced,Transport-moving,Unmarried,White,Male,0,0,40,0
42,State-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,1
33,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,1
35,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0,0,60,0
35,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,1
40,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,1
23,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,38,0
39,Private,Bachelors,Divorced,Tech-support,Unmarried,White,Female,0,0,40,0
42,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,46,0
51,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,1
46,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,0
33,State-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,0
34,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,25,0
30,Private,Some-college,Separated,Adm-clerical,Not-in-family,White,Female,0,0,40,0
37,Private,Some-college,Divorced,Tech-support,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,0
29,Private,Assoc-voc,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,40,0
31,Private,Some-college,Divorced,Craft-repair,Own-child,White,Male,4650,0,40,0
38,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,44,1
24,State-gov,Some-college,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,0
23,Private,School,Never-married,Handlers-cleaners,Other-relative,Other,Male,0,0,40,0
28,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,35,1
63,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,0
54,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40,1
41,Local-gov,HS-grad,Never-married,Other-service,Unmarried,White,Female,0,0,25,0
19,Private,School,Never-married,Craft-repair,Not-in-family,White,Male,0,0,56,0
21,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Female,1055,0,40,0
41,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,1
28,Private,Assoc-acdm,Never-married,Sales,Own-child,White,Male,0,0,20,0
19,Private,Some-college,Never-married,Other-service,Other-relative,White,Female,0,0,40,0
62,Private,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,0
40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1
39,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,1
50,Self-emp-not-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,7688,0,45,1
46,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,0
42,Private,HS-grad,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,40,0
24,Private,Masters,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,56,0
53,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
30,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,45,0
50,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,1
35,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,45,1
22,Private,School,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,0
27,Private,HS-grad,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,0
51,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,70,1
25,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,0
29,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,1
39,Private,Some-college,Divorced,Sales,Other-relative,White,Female,0,0,35,0
26,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,0
65,Private,Some-college,Widowed,Prof-specialty,Not-in-family,White,Female,1848,0,20,0
28,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,0
26,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,0
38,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,20,1
33,Private,School,Married-spouse-absent,Transport-moving,Unmarried,Other,Male,0,0,20,0
29,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,1
20,Private,School,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,40,0
28,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,1
39,Private,School,Divorced,Sales,Other-relative,White,Female,0,0,40,0
19,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,52,0
26,Private,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,36,0
45,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,1
38,Private,HS-grad,Separated,Other-service,Unmarried,Black,Female,0,0,32,0
58,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,1
36,Private,Masters,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,0
25,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,13,0
33,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,45,0
20,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,0,0,14,0
20,Private,School,Never-married,Sales,Not-in-family,Other,Male,0,0,40,0
58,Private,Assoc-voc,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,60,0
47,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,0
39,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,0,1876,50,0
48,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,1
90,Private,Some-college,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,0,0,10,0
43,Private,Masters,Married-civ-spouse,Exec-managerial,Wife,White,Female,15024,0,32,1
20,Private,HS-grad,Divorced,Sales,Not-in-family,Black,Female,0,0,40,0
58,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,20,1
51,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,1
34,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,0
24,Private,School,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,40,0
19,State-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Male,0,0,15,0
39,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,0,0,40,0
73,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,10,0
36,Private,School,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,0
29,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,0,0,45,0
33,Federal-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,0
41,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,60,0
37,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,0
29,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,0,0,30,0
42,Private,HS-grad,Divorced,Adm-clerical,Own-child,White,Female,0,0,40,0
40,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,1
22,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,0
41,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,15,1
42,Private,Some-college,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,55,0
47,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,0
76,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,1424,0,24,0
48,Self-emp-not-inc,HS-grad,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,15,0
65,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1
27,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,68,0
34,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,1
39,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,25,1
59,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,0,0,38,0
59,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,1
67,Without-pay,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,12,0
25,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,0
71,Private,HS-grad,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,20,0
53,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,1
39,Private,Bachelors,Divorced,Exec-managerial,Unmarried,White,Female,0,0,45,0
60,State-gov,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,35,0
39,Private,School,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,0
34,Private,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,0
39,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,1
34,Private,HS-grad,Separated,Other-service,Not-in-family,Black,Male,0,0,40,0
39,Private,Some-college,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,45,1
17,Private,School,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,0
43,State-gov,Some-college,Divorced,Exec-managerial,Unmarried,White,Male,0,0,40,0
48,Self-emp-inc,School,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,1
34,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,0
25,Private,School,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,0
60,Private,School,Separated,Priv-house-serv,Unmarried,Black,Female,0,0,15,0
31,Private,School,Never-married,Sales,Not-in-family,White,Male,0,0,43,1
36,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,44,1
18,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Male,0,0,33,0
33,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,40,0
20,Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,50,0
23,Private,Assoc-acdm,Never-married,Other-service,Own-child,White,Male,0,0,25,0
27,Private,Some-college,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,0
37,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,0
49,Private,School,Divorced,Other-service,Not-in-family,Black,Male,0,0,37,0
45,Private,HS-grad,Divorced,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,10520,0,40,1
41,Private,School,Widowed,Prof-specialty,Other-relative,Black,Female,0,0,40,0
59,Local-gov,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,0
22,Private,School,Never-married,Sales,Not-in-family,White,Female,0,0,40,0
18,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,0,0,30,0
29,Private,HS-grad,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,0
17,Private,School,Never-married,Prof-specialty,Own-child,White,Male,1055,0,30,0
48,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,30,0
38,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,10520,0,50,1
37,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50,0
25,Private,School,Never-married,Transport-moving,Other-relative,White,Male,0,0,40,0
36,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,1
45,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,1
19,Private,Some-college,Divorced,Other-service,Own-child,White,Female,0,0,40,0
22,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,0
18,Private,School,Never-married,Prof-specialty,Own-child,Black,Male,0,0,15,0
53,Private,HS-grad,Widowed,Craft-repair,Unmarried,Black,Female,0,0,40,0
49,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
39,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,0
26,Private,Bachelors,Never-married,Prof-specialty,Unmarried,Black,Female,0,0,35,0
28,Private,School,Never-married,Other-service,Not-in-family,White,Female,0,0,40,0
51,Private,School,Widowed,Other-service,Unmarried,White,Female,0,0,35,0
54,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,1
47,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,56,1
17,Private,School,Never-married,Other-service,Not-in-family,White,Male,0,0,20,0
30,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,7688,0,50,1
33,Private,HS-grad,Married-spouse-absent,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,35,0
25,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,0
34,Private,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,1
38,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,1
43,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,0
46,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,1
43,Private,Assoc-acdm,Never-married,Sales,Own-child,White,Male,0,0,40,0
22,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,0,0,60,0
51,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,1
45,Private,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,1
55,Private,HS-grad,Divorced,Priv-house-serv,Not-in-family,White,Female,0,0,40,0
53,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,52,1
21,Private,School,Never-married,Transport-moving,Own-child,White,Male,0,0,40,0
25,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,0
37,Local-gov,Masters,Married-civ-spouse,Protective-serv,Husband,White,Male,7688,0,50,1
64,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,27828,0,55,1
70,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,0
63,Private,HS-grad,Widowed,Farming-fishing,Not-in-family,White,Male,0,0,6,0
45,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,0
36,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,15024,0,60,1
41,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,45,1
50,Self-emp-not-inc,School,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Female,0,0,15,0
35,Self-emp-not-inc,Assoc-voc,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,60,0
32,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
32,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1887,60,1
42,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,1
31,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,40,0
33,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,0
27,State-gov,Bachelors,Never-married,Prof-specialty,Unmarried,White,Male,0,0,50,0
39,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,0
25,State-gov,Bachelors,Never-married,Protective-serv,Not-in-family,Black,Male,0,0,40,0
23,Private,Some-college,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,30,0
59,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,1
32,Private,Bachelors,Separated,Prof-specialty,Unmarried,White,Female,0,0,32,0
20,Private,Some-college,Never-married,Other-service,Own-child,White,Male,0,0,15,0
25,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,48,0
24,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,1
41,State-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,3464,0,40,0
42,Self-emp-not-inc,Prof-school,Divorced,Prof-specialty,Unmarried,White,Male,0,0,60,1
44,Local-gov,School,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,0
44,Private,Masters,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,0
18,Private,Some-college,Never-married,Other-service,Own-child,Black,Male,0,0,35,0
30,Private,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,0
42,Local-gov,School,Divorced,Sales,Unmarried,White,Male,7430,0,50,1
58,Private,Some-college,Divorced,Other-service,Unmarried,Black,Female,0,0,40,0
33,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
66,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,0
32,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,0
25,Private,Assoc-acdm,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,0
42,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
31,State-gov,Masters,Divorced,Exec-managerial,Unmarried,White,Female,0,0,50,1
36,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,0
21,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,0
48,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,1
47,Private,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,1
41,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,0
38,Private,School,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,0
44,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,1
60,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
53,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,1
48,State-gov,HS-grad,Divorced,Craft-repair,Own-child,White,Male,8614,0,40,1
34,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,0,0,40,0
20,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,0
69,Private,School,Never-married,Craft-repair,Other-relative,White,Male,2993,0,40,0
32,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Female,0,0,20,0
60,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,0,0,25,0
30,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,1
39,Self-emp-not-inc,Some-college,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,0
53,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,0
23,Private,Bachelors,Never-married,Exec-managerial,Unmarried,White,Male,0,0,40,0
40,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,0
32,Private,Masters,Separated,Exec-managerial,Not-in-family,White,Male,0,2824,55,1
36,State-gov,Some-college,Never-married,Tech-support,Unmarried,Black,Female,0,0,40,0
27,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,1
31,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1
27,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,0
40,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,1
17,Private,School,Never-married,Prof-specialty,Own-child,White,Female,0,0,20,0
19,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,30,0
47,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,30,1
73,Private,HS-grad,Widowed,Other-service,Not-in-family,White,Female,0,0,37,0
36,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,15024,0,45,1
27,Private,School,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,0
24,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,39,0
32,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,25,0
17,Private,School,Never-married,Priv-house-serv,Own-child,White,Female,0,0,12,0
33,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,36,0
43,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,1
25,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,0
38,Private,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,20,0
34,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,60,0
51,State-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,0
36,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,0
35,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,0
18,Private,School,Never-married,Other-service,Own-child,White,Male,0,0,15,0
53,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1
81,Private,Assoc-voc,Divorced,Prof-specialty,Unmarried,White,Female,0,0,1,0
32,Private,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,0
40,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,48,1
31,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,1
